item,rep,anchor_n_per_group,estimator,tau,lambda,estimate,variance,ci_low,ci_high,interval_width,benchmark,error,squared_error,covered,wrong_sign
Christians,5,25,ppi_disjoint,,,-1.9896371255341183,26.368664470963754,-12.054320996955731,8.075046745887494,20.129367742843225,-3.7164124786966397,1.7267753531625214,2.9817531202895506,1,0
Christians,5,25,ppi_plus,,1.0,-1.9896371255341307,26.368664470963754,-12.054320996955743,8.075046745887482,20.129367742843225,-3.7164124786966397,1.726775353162509,2.9817531202895076,1,0
Christians,5,25,bayes_shrinkage_disjoint,2.0,0.13190434894044967,-0.42440341747286237,3.5160423871013067,-4.099621565323188,3.2508147303774635,7.350436295700652,-3.7164124786966397,3.2920090612237773,10.837323659179456,1,0
Christians,5,25,bayes_shrinkage_disjoint,5.0,0.48709201590771756,-1.0648302049429283,12.866359385170167,-8.095292936091548,5.965632526205692,14.06092546229724,-3.7164124786966397,2.6515822737537116,7.030888554484903,1,0
Christians,5,25,bayes_shrinkage_disjoint,10.0,0.7916089158033464,-1.6138942577453959,20.88276820252847,-10.570637099137759,7.342848583646968,17.913485682784728,-3.7164124786966397,2.102518220951244,4.420582869431984,1,0
Christians,5,25,bayes_shrinkage_disjoint,20.0,0.9382513237585958,-1.8783001900671108,24.74313027942478,-11.62782373131969,7.87122335118547,19.49904708250516,-3.7164124786966397,1.838112288629529,3.3786567856108847,1,0
Christians,6,25,human_only,,,-11.400000000000006,40.30413333333333,-23.84316513646482,1.0431651364648058,24.886330272929623,-3.7164124786966397,-7.683587521303366,59.03751719752881,1,0
Christians,6,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,6,25,naive_pooling,,,-0.24395356555068304,0.045264864116804505,-0.6609541674580618,0.17304703635669572,0.8340012038147575,-3.7164124786966397,3.4724589131459567,12.0579709034868,0,0
Christians,6,25,ppi_disjoint,,,-12.219336486474173,39.25458328255851,-24.49941821007344,0.06074523712509361,24.560163447198534,-3.7164124786966397,-8.502924007777533,72.29971668203954,1,0
Christians,6,25,ppi_plus,,0.5950914111058994,-11.887580105906478,38.34979734018375,-24.025313891998916,0.25015368018596007,24.275467572184876,-3.7164124786966397,-8.171167627209838,66.76798039196206,1,0
Christians,6,25,bayes_shrinkage_disjoint,2.0,0.09256935837231724,-1.278045648338374,3.6734629704586026,-5.034636569281692,2.4785452726049444,7.513181841886636,-3.7164124786966397,2.438366830358266,5.945632799391417,1,0
Christians,6,25,bayes_shrinkage_disjoint,5.0,0.38934234280746044,-4.856368207274754,15.31018183376136,-12.525500787467747,2.81276437291824,15.338265160385987,-3.7164124786966397,-1.139955728578114,1.2994990631180585,1,0
Christians,6,25,bayes_shrinkage_disjoint,10.0,0.7183348504483822,-8.823175745545926,28.210255359109652,-19.23338789456362,1.5870364034717692,20.82042429803539,-3.7164124786966397,-5.106763266849287,26.0790310636412,1,0
Christians,6,25,bayes_shrinkage_disjoint,20.0,0.9107243286126073,-11.142900403527706,35.754008958904976,-22.862652995478157,0.5768521884227464,23.439505183900906,-3.7164124786966397,-7.426487924831067,55.15272289766164,1,0
Christians,7,25,human_only,,,-8.159999999999997,41.6956,-20.81613752137673,4.4961375213767365,25.312275042753466,-3.7164124786966397,-4.443587521303357,19.745470059482912,1,0
Christians,7,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,7,25,naive_pooling,,,-0.21862376516619975,0.04524369382253854,-0.6355268404590837,0.19827931012668415,0.8338061505857678,-3.7164124786966397,3.49778871353044,12.23452588450093,0,0
Christians,7,25,ppi_disjoint,,,-6.159314831318324,37.01412852483603,-18.083805434317267,5.765175771680618,23.848981205997884,-3.7164124786966397,-2.442902352621684,5.967771904444558,1,0
Christians,7,25,ppi_plus,,0.9806984675182158,-6.19793112108746,37.01231441644434,-18.122129503461537,5.726267261286618,23.848396764748156,-3.7164124786966397,-2.48151864239082,6.157934772533178,1,0
Christians,7,25,bayes_shrinkage_disjoint,2.0,0.09763155574084623,-0.7276908131422878,3.6532421591169264,-4.473928269372683,3.0185466430881074,7.49247491246079,-3.7164124786966397,2.988721665554352,8.93245719415398,1,0
Christians,7,25,bayes_shrinkage_disjoint,5.0,0.40341866567193857,-2.5683143647714406,14.958301740281845,-10.148803264932614,5.012174535389732,15.160977800322344,-3.7164124786966397,1.1480981139251991,1.3181292791985995,1,0
Christians,7,25,bayes_shrinkage_disjoint,10.0,0.7300849606862111,-4.534615940603725,27.03527231345919,-14.725724914576324,5.656493033368873,20.382217947945197,-3.7164124786966397,-0.8182034619070855,0.6694569050767395,1,0
Christians,7,25,bayes_shrinkage_disjoint,20.0,0.9153938950672129,-5.650045525015687,33.88621035519511,-17.05957074303057,5.759479692999196,22.819050436029766,-3.7164124786966397,-1.9336330463190476,3.7389367578170805,1,0
Christians,8,25,human_only,,,-7.919999999999995,45.6404,-21.161305095797765,5.321305095797776,26.48261019159554,-3.7164124786966397,-4.203587521303355,17.670148049257282,1,0
Christians,8,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,8,25,naive_pooling,,,-0.21529417535481343,0.045465699629047465,-0.6332188476283569,0.20263049691873003,0.8358493445470869,-3.7164124786966397,3.5011183033418263,12.257829373995149,0,0
Christians,8,25,ppi_disjoint,,,-8.533989086326308,36.13460036178982,-20.315953300745385,3.2479751280927704,23.563928428838157,-3.7164124786966397,-4.817576607629668,23.20904437038058,1,0
Christians,8,25,ppi_plus,,1.0,-8.533989086326308,36.134600361789815,-20.315953300745385,3.2479751280927687,23.563928428838153,-3.7164124786966397,-4.817576607629668,23.20904437038058,1,0
Christians,8,25,bayes_shrinkage_disjoint,2.0,0.09977344042037306,-0.9961911440843666,3.6446769850635308,-4.738034420575254,2.7456521324065206,7.483686552981775,-3.7164124786966397,2.720221334612273,7.3996041092797755,1,0
Christians,8,25,bayes_shrinkage_disjoint,5.0,0.40922672285732503,-3.5873125576344274,14.813102675311898,-11.130920132096277,3.956295016827422,15.087215148923699,-3.7164124786966397,0.12909992106221235,0.01666678961826946,1,0
Christians,8,25,bayes_shrinkage_disjoint,10.0,0.7348033683303009,-6.3134384891268525,26.563433913714917,-16.41522485208896,3.7883478738352565,20.203572725924218,-3.7164124786966397,-2.5970260104302128,6.744544098851067,1,0
Christians,8,25,bayes_shrinkage_disjoint,20.0,0.9172401087936115,-7.841022042644563,33.14772722930041,-19.12553837805214,3.443494292763014,22.569032670815155,-3.7164124786966397,-4.124609563947923,17.01240405501068,1,0
Christians,9,25,human_only,,,1.480000000000004,45.40333333333333,-11.726871140937705,14.686871140937713,26.413742281875418,-3.7164124786966397,5.196412478696644,27.002702648754198,1,1
Christians,9,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,9,25,naive_pooling,,,-0.1437798427350856,0.0454293228312964,-0.5615372922063167,0.2739776067361455,0.8355148989424622,-3.7164124786966397,3.572632635961554,12.763703951537602,0,0
Christians,9,25,ppi_disjoint,,,1.5378901650648569,33.400484028924176,-9.789567601155907,12.865347931285621,22.654915532441528,-3.7164124786966397,5.254302643761497,27.607696272239053,1,1
Christians,9,25,ppi_plus,,1.0,1.5378901650648658,33.40048402892417,-9.789567601155898,12.86534793128563,22.654915532441528,-3.7164124786966397,5.2543026437615055,27.607696272239146,1,1
Christians,9,25,bayes_shrinkage_disjoint,2.0,0.1070758089171766,0.026063204215513086,3.6154702491024953,-3.700757224642328,3.7528836330733544,7.4536408577156825,-3.7164124786966397,3.742475682912153,14.006124237188784,0,1
Christians,9,25,bayes_shrinkage_disjoint,5.0,0.42839974643678513,0.5701028850302028,14.333779823851572,-6.850452927798658,7.990658697859063,14.841111625657721,-3.7164124786966397,4.286515363726842,18.37421396346626,1,1
Christians,9,25,bayes_shrinkage_disjoint,10.0,0.749868526240313,1.114387801075483,25.0569208607399,-8.696762344479236,10.925537946630204,19.62230029110944,-3.7164124786966397,4.830800279772123,23.33663134304642,1,1
Christians,9,25,bayes_shrinkage_disjoint,20.0,0.9230271281543836,1.4075659291752611,30.832922223017768,-9.475804597088423,12.290936455438946,21.76674105252737,-3.7164124786966397,5.123978407871901,26.25515472433746,1,1
Christians,10,25,human_only,,,-4.200000000000003,51.194133333333326,-18.2238148381007,9.823814838100695,28.047629676201396,-3.7164124786966397,-0.48358752130336313,0.2338568907603307,1,0
Christians,10,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,10,25,naive_pooling,,,-0.18907489855645565,0.0458883731301743,-0.608937702597106,0.2307879054841947,0.8397256080813007,-3.7164124786966397,3.527337580140184,12.44211040426921,0,0
Christians,10,25,ppi_disjoint,,,-2.457406046738395,40.23528487794889,-14.889938788988804,9.975126695512014,24.865065484500818,-3.7164124786966397,1.2590064319582446,1.58509719571223,1,0
Christians,10,25,ppi_plus,,1.0,-2.4574060467383845,40.235284877948885,-14.889938788988792,9.975126695512023,24.865065484500814,-3.7164124786966397,1.2590064319582552,1.5850971957122568,1,0
Christians,10,25,bayes_shrinkage_disjoint,2.0,0.09051488837451269,-0.35113787865943286,3.681600368237272,-4.111887268690668,3.409611511371802,7.52149878006247,-3.7164124786966397,3.365274600037207,11.325073133655582,1,0
Christians,10,25,bayes_shrinkage_disjoint,5.0,0.3834848420604861,-1.0296242879085766,15.456538870223174,-8.735326055032019,6.676077479214866,15.411403534246885,-3.7164124786966397,2.686788190788063,7.218830782158193,1,0
Christians,10,25,bayes_shrinkage_disjoint,10.0,0.713309372305466,-1.7934618705436456,28.712722691188727,-12.295975640611772,8.709051899524482,21.005027540136254,-3.7164124786966397,1.9229506081529941,3.69773904139597,1,0
Christians,10,25,bayes_shrinkage_disjoint,20.0,0.9086951621121563,-2.2459540161591782,36.5655950768728,-14.097974521006213,9.606066488687857,23.70404100969407,-3.7164124786966397,1.4704584625374615,2.162248090048035,1,0
Christians,11,25,human_only,,,3.6400000000000006,45.872933333333336,-9.634993811423541,16.914993811423543,26.549987622847084,-3.7164124786966397,7.35641247869664,54.11680455672365,1,1
Christians,11,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,11,25,naive_pooling,,,-0.1262477790796055,0.045390058980369186,-0.5438246589220919,0.2913291007628808,0.8351537596849726,-3.7164124786966397,3.590164699617034,12.88928257037627,0,0
Christians,11,25,ppi_disjoint,,,3.1502798374813485,42.37136600635247,-9.60800530002846,15.908564974991155,25.516570275019614,-3.7164124786966397,6.866692316177988,47.15146336505782,1,1
Christians,11,25,ppi_plus,,0.8887600836522765,3.204756267393705,42.31563817717486,-9.545136109463243,15.954648644250653,25.499784753713897,-3.7164124786966397,6.921168746090345,47.9025768118578,1,1
Christians,11,25,bayes_shrinkage_disjoint,2.0,0.08634168317370428,0.12626072663298027,3.6984335722489328,-3.643076404899764,3.8955978581657247,7.538674263065489,-3.7164124786966397,3.84267320532962,14.766137362958215,0,1
Christians,11,25,bayes_shrinkage_disjoint,5.0,0.37131893511303526,1.0694761936743946,15.760826927117867,-6.711705768162509,8.850658155511297,15.562363923673807,-3.7164124786966397,4.785888672371034,22.904730384329383,1,1
Christians,11,25,bayes_shrinkage_disjoint,10.0,0.7026045833580236,2.165962826579526,29.783341969141386,-8.53056401668383,12.862489669842883,21.393053686526713,-3.7164124786966397,5.882375305276166,34.602339232122866,1,1
Christians,11,25,bayes_shrinkage_disjoint,20.0,0.904307194523839,2.833556542567565,38.320922495408134,-9.299606930260115,14.966720015395246,24.26632694565536,-3.7164124786966397,6.5499690212642045,42.90209417952076,1,1
Christians,12,25,human_only,,,1.2800000000000011,47.46,-12.22267884532547,14.782678845325472,27.005357690650943,-3.7164124786966397,4.996412478696641,24.96413765727551,1,1
Christians,12,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,12,25,naive_pooling,,,-0.1447737283158972,0.045510692858570276,-0.5629051402972067,0.2733576836654123,0.836262823962619,-3.7164124786966397,3.5716387503807425,12.756603363221313,0,0
Christians,12,25,ppi_disjoint,,,0.559532392550421,39.03773079416387,-11.686583180106075,12.805647965206918,24.492231145312992,-3.7164124786966397,4.275944871247061,18.283704541944047,1,1
Christians,12,25,ppi_plus,,1.0,0.5595323925504232,39.03773079416388,-11.686583180106075,12.805647965206921,24.492231145312996,-3.7164124786966397,4.275944871247063,18.28370454194406,1,1
Christians,12,25,bayes_shrinkage_disjoint,2.0,0.09303636469407604,-0.09413857685326284,3.67164406142575,-3.8497993477926675,3.6615221940861415,7.511321541878809,-3.7164124786966397,3.6222739018433767,13.120868219975641,1,0
Christians,12,25,bayes_shrinkage_disjoint,5.0,0.39066198303013616,0.12036751675817581,15.27723994444865,-7.540510042020188,7.781245075536539,15.321755117556727,-3.7164124786966397,3.8367799954548154,14.720880733522254,1,1
Christians,12,25,bayes_shrinkage_disjoint,10.0,0.7194558200410807,0.35733731114293765,28.098207516093996,-10.032180194199968,10.746854816485845,20.779035010685813,-3.7164124786966397,4.073749789839577,16.595437350218,1,1
Christians,12,25,bayes_shrinkage_disjoint,20.0,0.911174306504547,0.4955135334530082,35.574066918383245,-11.194710393985725,12.185737460891742,23.380447854877467,-3.7164124786966397,4.211926012149648,17.740320731822834,1,1
Christians,13,25,human_only,,,-9.239999999999995,62.623599999999996,-24.75047458203648,6.270474582036494,31.020949164072977,-3.7164124786966397,-5.523587521303355,30.51001910549814,1,0
Christians,13,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,13,25,naive_pooling,,,-0.2253530383380138,0.04647251039165539,-0.6478797190583955,0.1971736423823679,0.8450533614407634,-3.7164124786966397,3.491059440358626,12.187496016117082,0,0
Christians,13,25,ppi_disjoint,,,-7.627624638874399,49.96970107209056,-21.482717696611076,6.227468418862279,27.710186115473356,-3.7164124786966397,-3.911212160177759,15.297580561922372,1,0
Christians,13,25,ppi_plus,,1.0,-7.6276246388744084,49.96970107209056,-21.482717696611086,6.227468418862269,27.710186115473356,-3.7164124786966397,-3.9112121601777687,15.297580561922448,1,0
Christians,13,25,bayes_shrinkage_disjoint,2.0,0.07417577605019036,-0.6978125865138295,3.747037054539373,-4.491836512205187,3.0962113391775277,7.588047851382714,-3.7164124786966397,3.0185998921828103,9.111945309086074,1,0
Christians,13,25,bayes_shrinkage_disjoint,5.0,0.3336627211082649,-2.6400773412877903,16.702172131033514,-10.65026238650231,5.370107703926729,16.02037009042904,-3.7164124786966397,1.0763351374088495,1.1584973280209268,1,0
Christians,13,25,bayes_shrinkage_disjoint,10.0,0.6669958917775082,-5.135082509440001,33.34415098098932,-16.452983834710892,6.182818815830889,22.63580265054178,-3.7164124786966397,-1.4186700307433613,2.0126246561293697,1,0
Christians,13,25,bayes_shrinkage_disjoint,20.0,0.8890351630032625,-6.797050708190658,44.42967495743515,-19.861546079864333,6.267444663483016,26.128990743347348,-3.7164124786966397,-3.080638229494018,9.490331901020038,1,0
Christians,14,25,human_only,,,6.760000000000005,46.23293333333333,-6.566981529713816,20.086981529713825,26.653963059427642,-3.7164124786966397,10.476412478696645,109.75521842379078,1,1
Christians,14,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,14,25,naive_pooling,,,-0.10216874397239906,0.04552347537484484,-0.520358871785101,0.31602138384030287,0.8363802556254039,-3.7164124786966397,3.6142437347242407,13.062757773993427,0,0
Christians,14,25,ppi_disjoint,,,5.7485966106910515,42.37208345116501,-7.009796539937107,18.50698976131921,25.516786301256317,-3.7164124786966397,9.465009089387692,89.58639706219162,1,1
Christians,14,25,ppi_plus,,0.8899800996493069,5.859871110797177,42.31216604993876,-6.8894981715416455,18.609240393135998,25.498738564677645,-3.7164124786966397,9.576283589493816,91.70520738640856,1,1
Christians,14,25,bayes_shrinkage_disjoint,2.0,0.08634027997893647,0.34749064461780743,3.698403718246873,-3.421831273714081,4.116812562949696,7.538643836663777,-3.7164124786966397,4.063903123314447,16.51530859568492,0,1
Christians,14,25,bayes_shrinkage_disjoint,5.0,0.3713147827691633,2.032119454962611,15.760895268933535,-5.749079377166991,9.813318287092212,15.562397664259203,-3.7164124786966397,5.748531933659251,33.04561939230017,1,1
Christians,14,25,bayes_shrinkage_disjoint,10.0,0.7026008666055056,3.990519507713386,29.783678177612053,-6.706067709110234,14.687106724537006,21.39317443364724,-3.7164124786966397,7.706931986410026,59.39680064314998,1,1
Christians,14,25,bayes_shrinkage_disjoint,20.0,0.9043056552523469,5.18289880765766,38.32150273722385,-6.950356522851097,17.316154138166418,24.266510661017513,-3.7164124786966397,8.8993112863543,79.19774137143301,1,1
Christians,15,25,human_only,,,-0.6400000000000006,43.79666666666666,-13.611093811497419,12.331093811497418,25.942187622994837,-3.7164124786966397,3.076412478696639,9.4643137390804,1,0
Christians,15,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,15,25,naive_pooling,,,-0.16119326404118794,0.04546033164716576,-0.5790932641078929,0.25670673602551697,0.8358000001334098,-3.7164124786966397,3.5552192146554518,12.639583664255328,0,0
Christians,15,25,ppi_disjoint,,,-3.0120466443078886,37.68349779759203,-15.043876311454508,9.01978302283873,24.063659334293238,-3.7164124786966397,0.7043658343887511,0.49613122865416154,1,0
Christians,15,25,ppi_plus,,0.9825167431065912,-2.970575543462304,37.6815615152389,-15.002096092293268,9.060945005368659,24.063041097661927,-3.7164124786966397,0.7458369352343359,0.556272733959747,1,0
Christians,15,25,bayes_shrinkage_disjoint,2.0,0.09606191350157504,-0.44666809666108037,3.6594383368553185,-4.196081159376816,3.302744966054655,7.498826125431471,-3.7164124786966397,3.2697443820355594,10.691228323853101,1,0
Christians,15,25,bayes_shrinkage_disjoint,5.0,0.3991072016170049,-1.306711381382356,15.066005950436496,-8.914442216473516,6.301019453708804,15.21546167018232,-3.7164124786966397,2.409701097314284,5.806659378397663,1,0
Christians,15,25,bayes_shrinkage_disjoint,10.0,0.7265339779773669,-2.2359493906511303,27.390288193124928,-12.493752816468412,8.02185403516615,20.515606851634562,-3.7164124786966397,1.4804630880455094,2.1917709550652456,1,0
Christians,15,25,bayes_shrinkage_disjoint,20.0,0.913993629484164,-2.7679603499279546,34.446234197196034,-14.271379549972274,8.735458850116363,23.006838400088636,-3.7164124786966397,0.9484521287686851,0.8995614405658504,1,0
Christians,16,25,human_only,,,6.199999999999996,46.2868,-7.13474300014815,19.53474300014814,26.669486000296292,-3.7164124786966397,9.916412478696635,98.33523644765035,1,1
Christians,16,25,llm_only,,,-0.15535017913954619,0.043381404010973144,-0.5635829578927404,0.252882599613648,0.8164655575063884,-3.7164124786966397,3.5610622995570935,12.681164701326855,0,0
Christians,16,25,naive_pooling,,,-0.10512524892671138,0.04546528709122879,-0.5230480251541676,0.3127975273007449,0.8358455524549125,-3.7164124786966397,3.6112872297699283,13.041395455899362,0,0
Christians,16,25,ppi_disjoint,,,3.4594060564574614,44.653470925045575,-9.637951459685063,16.556763572599987,26.19471503228505,-3.7164124786966397,7.175818535154101,51.49237164946115,1,1
